#1
#Denver
# 39.883         -104.65          1650            1
#
# hy	G_Bh	G_Dh	Ta	FF	DD	RH	N	p
double tab1(8760,9)
7175	0	0	6.70	6.2	210	65	1	833
7176	0	0	5.00	4.6	200	64	2	832
7177	0	0	3.90	2.6	130	69	7	831
7178	0	0	5.60	4.6	190	61	1	832
7179	0	0	3.90	1.5	190	69	4	831
7180	0	0	2.80	2.1	180	78	5	831
7181	0	0	6.10	3.6	210	62	5	834
7182	0	0	4.40	2.1	240	73	4	833
7183	1	2	4.40	2.6	220	76	3	833
7184	68	75	7.80	1.5	240	60	2	836
7185	203	105	9.40	0	0	49	4	837
7186	213	209	11.10	2.1	70	52	5	837
7187	415	127	12.80	2.1	90	52	3	835
7188	348	197	15.00	4.1	100	53	4	838
7189	481	126	16.10	3.6	80	50	5	837
7190	381	167	16.10	6.7	60	54	5	836
7191	41	187	15.60	5.2	50	57	9	836
7192	0	73	14.40	6.2	360	65	9	836
7193	11	35	12.80	5.2	280	72	9	832
7194	0	0	10.00	5.2	290	83	7	835
7195	0	0	9.40	0	0	83	10	835
7196	0	0	7.80	1.5	220	89	10	834
7197	0	0	8.90	1.5	240	86	9	834
7198	0	0	6.10	2.1	140	93	9	832
7199	0	0	6.10	3.1	150	97	10	832
7200	0	0	6.10	3.1	130	93	8	831
7201	0	0	8.30	4.6	160	86	10	831
7202	0	0	9.40	4.1	180	80	8	831
7203	0	0	9.40	4.1	170	80	9	831
7204	0	0	8.90	2.6	160	83	10	830
7205	0	0	8.30	0	0	90	10	830
7206	0	0	8.30	3.6	120	93	10	830
7207	0	1	9.40	3.6	140	93	10	831
7208	0	54	10.00	3.6	130	93	9	831
7209	0	105	8.30	3.6	250	90	9	830
7210	6	221	10.60	2.6	270	79	10	831
7211	17	251	11.70	2.1	280	74	9	829
7212	0	103	15.00	3.1	220	62	9	831
7213	42	253	14.40	5.7	310	67	10	829
7214	6	154	12.20	4.6	300	74	8	828
7215	52	187	12.80	4.1	360	72	10	828
7216	90	100	13.30	5.2	110	64	9	828
7217	21	33	12.20	4.1	250	69	10	825
7218	0	0	10.00	3.6	280	83	8	827
7219	0	0	9.40	3.4	270	87	9	826
7220	0	0	9.40	3.1	260	86	9	826
7221	0	0	8.90	2.1	320	89	9	826
7222	0	0	8.30	3.1	340	93	10	827
7223	0	0	7.20	2.1	350	97	10	826
7224	0	0	7.80	3.1	360	96	10	826
7225	0	0	8.30	5.7	310	100	10	825
7226	0	0	8.30	5.2	310	100	10	825
7227	0	0	8.30	3.1	310	100	10	825
7228	0	0	8.30	3.1	260	97	10	825
7229	0	0	8.30	2.1	290	93	10	826
7230	0	0	8.30	0	0	90	10	827
7231	0	1	7.20	3.1	80	93	9	827
7232	5	86	7.80	2.6	100	93	9	829
7233	0	141	8.30	3.1	130	90	8	829
7234	20	214	9.40	3.6	130	83	8	830
7235	341	189	12.20	3.6	160	69	5	831
7236	492	107	15.60	3.1	290	44	4	831
7237	487	96	17.80	5.2	260	32	4	832
7238	396	89	17.80	4.6	270	23	3	832
7239	309	71	17.20	2.1	280	22	3	832
7240	185	43	17.20	4.1	290	24	3	832
7241	26	20	14.40	3.6	270	31	5	829
7242	0	0	12.20	3.1	280	36	3	832
7243	0	0	6.70	3.1	110	54	0	830
7244	0	0	12.20	0	0	31	1	833
7245	0	0	5.00	3.6	150	67	1	830
7246	0	0	6.10	3.6	160	70	1	830
7247	0	0	6.10	4.1	160	79	0	830
7248	0	0	5.60	4.6	210	70	3	829
7249	0	0	4.40	3.6	220	67	4	828
7250	0	0	5.60	3.1	230	58	4	828
7251	0	0	4.40	3.6	210	63	6	828
7252	0	0	4.40	4.1	210	61	7	828
7253	0	0	1.70	3.1	190	77	7	830
7254	0	0	3.90	5.2	210	63	9	829
7255	0	1	3.30	3.6	240	69	8	829
7256	19	82	5.00	3.6	240	67	4	830
7257	227	133	7.20	5.2	270	63	1	832
7258	433	74	9.40	3.1	260	68	2	832
7259	432	117	11.10	1.5	310	66	3	830
7260	463	148	12.20	0	0	59	6	832
7261	195	264	12.80	2.1	250	55	1	832
7262	389	124	15.00	2.1	170	47	1	832
7263	296	83	15.60	2.6	80	44	1	833
7264	121	73	15.00	3.1	10	45	6	832
7265	19	26	11.70	4.6	350	59	9	832
7266	0	0	10.60	3.1	330	58	5	831
7267	0	0	9.40	3.6	300	66	4	831
7268	0	0	9.40	2.1	280	66	5	831
7269	0	0	7.80	3.1	220	71	6	830
7270	0	0	6.10	4.1	220	76	5	828
7271	0	0	6.10	4.6	200	76	3	828
7272	0	0	6.10	4.1	220	73	0	827
7273	0	0	4.40	2.6	220	79	0	827
7274	0	0	4.40	3.1	240	79	0	826
7275	0	0	2.80	3.6	240	85	0	825
7276	0	0	2.80	4.1	230	85	0	826
7277	0	0	2.20	4.1	240	85	0	828
7278	0	0	2.80	2.6	270	89	8	827
7279	1	0	4.40	3.1	360	89	10	827
7280	57	111	4.40	4.1	10	89	10	828
7281	37	154	5.00	2.1	360	89	10	828
7282	3	192	5.00	3.6	320	93	10	828
7283	0	106	5.00	2.1	340	93	10	828
7284	0	97	6.00	2.1	20	93	10	827
7285	0	94	6.00	0	0	93	10	827
7286	0	108	5.60	1.5	280	96	10	826
7287	0	76	6.10	3.6	260	93	10	826
7288	0	63	6.70	3.1	100	93	9	825
7289	0	8	6.10	2.6	310	93	10	823
7290	0	0	5.60	2.6	270	96	9	824
7291	0	0	5.60	6.2	260	96	10	824
7292	0	0	3.90	11.3	310	89	10	823
7293	0	0	2.80	8.8	300	89	10	823
7294	0	0	1.20	7.8	60	92	10	822
7295	0	0	-0.30	6.7	170	92	10	823
7296	0	0	-1.90	5.7	170	89	10	822
7297	0	0	-3.40	4.6	0	91	10	836
7298	0	0	-5.00	3.6	20	91	10	836
7299	0	0	-6.60	2.5	80	91	10	837
7300	0	0	-8.30	1.5	90	86	10	837
7301	0	0	-8.30	1.5	90	91	10	840
7302	0	0	-8.30	1.5	90	91	10	837
7303	0	0	-8.30	2.1	120	91	10	837
7304	17	86	-7.80	3.1	120	91	10	837
7305	0	57	-6.70	2.6	110	87	10	838
7306	0	91	-6.10	3.6	120	83	10	838
7307	0	187	-5.00	4.1	80	86	10	839
7308	0	139	-3.30	4.1	110	87	10	837
7309	0	100	-5.00	6.2	360	91	10	836
7310	0	131	-6.10	5.7	10	100	10	835
7311	0	87	-6.70	5.7	10	91	10	835
7312	0	67	-6.70	4.1	360	96	10	835
7313	0	16	-7.20	3.6	340	95	10	837
7314	0	0	-7.20	1.5	340	95	10	835
7315	0	0	-7.20	2.1	340	95	10	835
7316	0	0	-6.70	0	0	91	10	834
7317	0	0	-6.70	0	0	91	10	834
7318	0	0	-6.70	0	0	96	10	833
7319	0	0	-6.70	0	0	91	10	835
7320	0	0	-6.10	0	0	91	10	832
7321	0	0	-6.10	1.5	50	91	10	832
7322	0	0	-6.10	0	0	95	10	832
7323	0	0	-6.10	1.5	10	95	10	831
7324	0	0	-6.10	0	0	91	10	831
7325	0	0	-6.10	0	0	91	10	833
7326	0	0	-6.10	1.5	180	95	10	830
7327	0	0	-6.10	0	0	95	10	830
7328	0	28	-5.60	0	0	91	10	830
7329	0	106	-5.00	0	0	95	10	830
7330	0	137	-4.40	0	0	90	10	831
7331	0	106	-4.40	0	0	90	10	832
7332	0	121	-4.40	2.1	30	90	10	830
7333	0	147	-4.40	1.5	20	90	10	830
7334	12	210	-3.90	0	0	86	10	830
7335	34	177	-2.80	3.1	20	83	9	830
7336	44	95	-2.80	3.1	10	83	6	831
7337	13	16	-3.90	4.1	330	86	6	832
7338	0	0	-3.90	3.6	280	71	9	832
7339	0	0	-3.30	0	0	82	10	833
7340	0	0	-3.30	2.1	270	87	10	833
7341	0	0	-3.30	2.1	260	91	10	833
7342	0	0	-3.30	0	0	95	10	833
7343	0	0	-5.00	2.1	70	95	10	835
7344	0	0	-5.60	2.6	180	96	10	832
7345	0	0	-4.40	2.1	170	95	10	833
7346	0	0	-4.40	0	0	95	10	833
7347	0	0	-5.00	1.5	150	95	10	833
7348	0	0	-4.40	1.5	230	95	9	834
7349	0	0	-4.40	3.1	220	95	10	837
7350	0	0	-6.70	5.7	220	96	5	834
7351	0	0	-7.80	5.7	210	96	5	834
7352	0	48	-6.70	4.6	210	87	2	835
7353	0	57	-5.60	5.2	200	83	3	836
7354	0	78	-2.80	3.6	210	79	2	837
7355	0	112	-1.10	3.1	200	66	3	839
7356	0	163	0.00	2.6	190	47	0	839
7357	63	272	1.10	2.6	180	34	3	838
7358	40	244	1.70	3.6	170	34	2	838
7359	45	176	2.20	3.1	140	24	3	838
7360	82	76	1.10	2.6	140	32	2	838
7361	15	18	-3.30	3.6	150	51	3	837
7362	0	0	-3.90	5.2	180	56	0	836
7363	0	0	-3.30	5.2	180	51	0	837
7364	0	0	-5.00	5.2	170	59	0	835
7365	0	0	-6.10	3.6	170	61	0	834
7366	0	0	-7.20	5.2	170	71	0	833
7367	0	0	-6.70	4.1	160	64	0	835
7368	0	0	-6.70	3.1	160	75	0	831
7369	0	0	-5.00	3.1	240	71	1	830
7370	0	0	-5.00	2.1	190	71	5	830
7371	0	0	-3.90	2.6	200	65	7	829
7372	0	0	-2.80	3.1	260	65	8	829
7373	0	0	-4.40	2.1	260	79	10	830
7374	0	0	-6.10	2.1	220	83	8	827
7375	0	0	-5.00	4.1	270	79	10	827
7376	0	68	-4.40	3.6	280	79	9	827
7377	0	114	-3.30	1.5	270	72	8	827
7378	0	91	-2.20	3.1	270	68	7	826
7379	0	156	-1.10	2.6	230	66	9	826
7380	0	145	0.60	2.1	270	52	9	825
7381	109	262	2.80	3.1	300	42	5	826
7382	237	172	2.80	3.6	340	49	7	825
7383	184	118	2.20	2.6	350	53	9	825
7384	66	86	1.10	3.1	250	52	8	824
7385	0	10	1.10	2.1	320	52	7	825
7386	0	0	1.10	2.6	230	52	8	826
7387	0	0	0.00	2.1	180	66	9	826
7388	0	0	-1.70	2.1	70	76	5	826
7389	0	0	-1.70	1.5	140	80	5	826
7390	0	0	-1.70	4.1	160	69	6	827
7391	0	0	-0.60	3.6	50	52	3	828
7392	0	0	-1.70	1.5	100	59	1	827
7393	0	0	-1.10	3.6	20	51	3	827
7394	0	0	-1.10	3.6	340	54	2	827
7395	0	0	-1.10	2.6	230	51	1	827
7396	0	0	-1.10	3.6	230	54	8	828
7397	0	0	-5.00	1.5	140	68	4	830
7398	0	0	-3.30	3.1	160	59	3	828
7399	0	0	-2.20	2.1	190	56	3	829
7400	50	78	0.60	3.1	230	49	3	832
7401	33	153	2.20	3.1	240	46	3	833
7402	44	224	3.90	3.1	210	43	0	834
7403	128	259	6.10	3.6	270	33	3	833
7404	268	223	7.80	4.6	270	27	3	835
7405	429	118	8.30	3.6	290	28	3	835
7406	420	75	9.40	3.1	290	26	1	836
7407	317	60	10.00	2.1	330	23	0	837
7408	165	34	9.40	0	0	23	0	837
7409	21	12	6.10	2.6	100	37	0	834
7410	0	0	3.90	3.1	140	52	0	836
7411	0	0	1.10	4.6	170	64	0	835
7412	0	0	2.20	3.1	190	56	0	836
7413	0	0	2.80	4.1	230	46	2	836
7414	0	0	3.30	5.7	220	41	7	836
7415	0	0	2.80	7.2	210	44	7	836
7416	0	0	3.90	7.2	210	39	8	835
7417	0	0	3.30	6.2	220	43	8	836
7418	0	0	2.80	5.2	220	46	6	835
7419	0	0	3.30	5.7	220	43	6	835
7420	0	0	3.30	5.2	200	43	2	836
7421	0	0	4.40	7.7	240	38	3	837
7422	0	0	3.30	5.2	240	39	0	837
7423	0	0	2.80	5.7	230	42	0	838
7424	62	78	4.00	0	0	45	0	839
7425	230	99	6.10	2.1	140	37	0	840
7426	338	100	8.90	2.6	130	37	0	841
7427	473	83	12.20	3.1	130	22	0	839
7428	529	65	13.90	4.1	120	19	0	842
7429	520	62	15.00	5.2	110	21	0	842
7430	444	62	15.60	4.1	140	19	0	842
7431	312	59	15.60	6.2	120	19	0	842
7432	166	37	13.30	4.6	120	29	0	841
7433	19	10	8.30	2.6	130	44	1	838
7434	0	0	5.00	6.2	160	55	0	838
7435	0	0	4.40	5.7	150	58	0	838
7436	0	0	3.30	5.2	170	60	0	838
7437	0	0	5.60	7.2	240	44	0	838
7438	0	0	5.60	7.7	220	44	0	838
7439	0	0	4.40	8.2	210	46	0	837
7440	0	0	5.60	8.8	210	38	0	835
7441	0	0	5.00	7.7	210	38	0	834
7442	0	0	5.00	7.7	210	36	0	834
7443	0	0	5.60	8.8	210	31	0	834
7444	0	0	5.00	8.2	210	31	0	833
7445	0	0	5.60	8.2	200	29	0	834
7446	0	0	5.60	8.8	210	27	0	834
7447	0	0	6.70	8.2	210	24	0	834
7448	41	71	8.30	7.7	210	24	5	835
7449	159	121	12.20	8.2	220	19	6	836
7450	153	187	15.00	5.7	220	18	10	836
7451	110	259	16.10	5.7	220	17	10	831
7452	24	255	17.80	5.7	250	11	10	835
7453	3	173	16.70	2.6	340	16	9	834
7454	76	219	17.20	3.6	10	15	8	833
7455	2	132	15.60	2.6	10	18	6	832
7456	0	42	15.00	2.6	140	24	6	831
7457	0	4	11.10	2.6	180	32	9	827
7458	0	0	11.10	4.1	170	28	7	829
7459	0	0	11.10	3.1	210	26	9	829
7460	0	0	10.60	2.1	260	27	7	828
7461	0	0	9.40	2.6	310	31	4	827
7462	0	0	12.80	2.1	270	20	7	828
7463	0	0	8.30	5.2	210	24	8	826
7464	0	0	7.20	2.6	220	24	8	824
7465	0	0	7.20	5.2	240	27	6	824
7466	0	0	6.70	5.7	210	26	4	823
7467	0	0	5.60	3.6	220	35	3	822
7468	0	0	3.90	3.6	230	35	5	821
7469	0	0	6.70	5.2	270	37	4	823
7470	0	0	5.00	4.1	240	46	3	822
7471	0	0	2.20	0	0	51	3	821
7472	36	98	10.00	5.2	220	36	7	824
7473	0	65	8.90	2.6	140	51	8	823
7474	0	72	12.20	4.1	160	41	7	823
7475	97	241	15.00	5.7	190	24	5	821
7476	218	248	15.60	2.6	240	23	7	824
7477	0	141	17.80	6.7	270	21	4	824
7478	98	214	17.80	6.7	340	24	3	825
7479	229	125	15.60	12.4	300	27	3	824
7480	135	62	14.40	10.3	310	30	6	824
7481	9	11	12.20	6.7	330	34	9	820
7482	0	0	10.60	3.1	310	36	8	823
7483	0	0	11.70	2.1	330	34	8	823
7484	0	0	7.20	4.1	160	48	7	819
7485	0	0	6.10	6.2	170	59	8	818
7486	0	0	8.30	7.2	200	44	8	818
7487	0	0	9.40	4.1	230	41	6	818
7488	0	0	7.20	5.7	200	52	9	816
7489	0	0	7.20	6.2	200	57	9	816
7490	0	0	7.20	2.6	200	57	9	816
7491	0	0	8.90	5.7	250	51	2	817
7492	0	0	8.30	7.2	220	48	2	817
7493	0	0	6.10	6.2	210	62	0	817
7494	0	0	5.60	8.2	210	64	3	815
7495	0	0	6.10	7.7	220	59	5	816
7496	42	74	8.90	7.7	270	54	5	818
7497	166	115	11.10	2.6	240	50	3	819
7498	79	210	13.90	4.6	250	37	3	820
7499	74	270	14.40	4.6	280	28	8	818
7500	79	291	12.20	7.7	300	34	9	820
7501	80	279	10.00	10.3	280	47	9	820
7502	66	240	8.30	3.1	70	63	8	819
7503	52	178	10.00	2.6	40	54	9	819
7504	29	88	7.80	4.6	10	60	9	820
7505	1	11	6.70	6.7	290	52	10	821
7506	0	0	5.60	5.2	290	53	9	821
7507	0	0	4.40	4.1	270	53	7	821
7508	0	0	3.90	7.2	230	50	8	820
7509	0	0	3.30	4.1	270	45	3	821
7510	0	0	3.30	7.7	270	45	3	820
7511	0	0	3.90	7.2	270	37	0	822
7512	0	0	3.30	6.2	280	39	1	821
7513	0	0	1.70	2.6	300	44	0	820
7514	0	0	-1.10	3.6	220	57	1	820
7515	0	0	2.80	6.2	270	46	0	822
7516	0	0	1.10	4.1	290	48	0	822
7517	0	0	0.60	4.1	250	49	0	824
7518	0	0	0.60	5.2	250	43	3	823
7519	0	0	0.60	3.1	270	43	4	823
7520	13	83	2.80	3.6	230	38	4	825
7521	44	144	6.10	6.7	270	28	6	827
7522	65	224	6.70	5.2	280	24	10	827
7523	77	267	7.20	4.1	290	23	8	826
7524	82	288	7.20	0	0	22	6	827
7525	76	277	8.30	1.5	330	19	3	827
7526	68	238	8.90	2.1	290	20	6	828
7527	48	177	8.90	3.6	260	20	6	827
7528	24	92	8.30	4.6	310	24	8	827
7529	1	10	6.10	5.7	290	29	7	826
7530	0	0	5.00	4.6	300	31	7	827
7531	0	0	3.90	1.5	330	35	7	828
7532	0	0	3.30	0	0	35	4	827
7533	0	0	1.70	2.6	150	44	5	827
7534	0	0	2.20	4.1	190	48	5	827
7535	0	0	0.00	3.6	170	49	6	829
7536	0	0	0.00	3.6	180	47	6	826
7537	0	0	0.60	3.6	250	45	7	827
7538	0	0	0.00	5.2	220	47	8	827
7539	0	0	-0.60	4.6	260	49	8	827
7540	0	0	-1.70	3.6	250	49	5	827
7541	0	0	-2.20	0	0	54	2	831
7542	0	0	-0.60	3.1	280	45	3	829
7543	0	0	-1.10	3.1	280	47	6	829
7544	22	76	2.80	2.1	290	40	5	832
7545	128	104	3.90	2.1	360	39	8	834
7546	225	136	4.40	5.7	40	34	9	835
7547	394	107	3.90	6.7	50	45	9	835
7548	379	130	5.60	7.2	40	46	7	836
7549	238	209	4.40	6.2	30	48	9	836
7550	96	216	5.00	5.2	30	46	6	837
7551	57	162	4.40	6.2	20	53	5	837
7552	2	72	3.90	5.2	30	52	7	838
7553	3	9	1.10	4.6	50	77	8	838
7554	0	0	1.10	0	0	73	8	839
7555	0	0	0.00	4.1	230	72	3	839
7556	0	0	-0.60	4.1	230	80	0	838
7557	0	0	-1.70	6.2	210	83	0	838
7558	0	0	-1.10	6.7	210	76	0	839
7559	0	0	-1.70	5.7	200	80	0	841
7560	0	0	-4.40	5.2	200	82	0	838
7561	0	0	-2.80	5.7	210	65	0	839
7562	0	0	-2.80	5.7	210	59	0	838
7563	0	0	-3.30	6.7	210	56	0	839
7564	0	0	-3.90	6.2	210	53	0	838
7565	0	0	-3.90	6.7	200	51	0	842
7566	0	0	-5.00	5.2	200	59	0	838
7567	0	0	-3.90	6.2	210	46	0	840
7568	37	74	-1.10	7.2	210	40	0	841
7569	179	112	2.20	5.7	210	33	0	843
7570	236	139	5.60	5.2	220	22	0	844
7571	366	104	7.20	3.6	210	17	0	842
7572	431	96	8.90	3.1	250	14	0	844
7573	441	82	9.40	3.1	280	13	1	843
7574	400	59	11.10	4.6	270	11	1	843
7575	285	52	10.60	1.5	200	12	0	842
7576	137	29	10.60	0	0	12	1	842
7577	7	6	8.30	2.1	170	14	6	838
7578	0	0	4.40	4.6	200	19	6	840
7579	0	0	4.40	4.6	230	21	2	839
7580	0	0	6.10	5.2	260	19	0	839
7581	0	0	2.20	3.6	180	26	2	837
7582	0	0	3.30	6.2	210	25	6	837
7583	0	0	4.40	6.2	210	20	6	837
7584	0	0	5.60	7.7	210	20	9	836
7585	0	0	6.10	4.6	200	23	9	836
7586	0	0	7.20	6.7	210	27	9	835
7587	0	0	6.70	5.2	180	31	9	834
7588	0	0	7.80	7.7	200	30	9	834
7589	0	0	8.30	7.7	210	30	8	833
7590	0	0	8.30	4.1	260	32	5	834
7591	0	0	6.10	2.6	320	33	9	833
7592	0	34	3.30	1.5	140	45	9	832
7593	0	58	4.40	3.6	310	44	9	834
7594	68	195	7.80	0	0	35	9	835
7595	9	204	11.10	7.2	20	29	8	833
7596	6	224	11.70	6.2	50	28	9	835
7597	0	147	11.70	5.2	70	31	10	834
7598	89	200	13.30	6.2	80	29	8	834
7599	0	53	11.70	4.6	90	31	7	833
7600	0	28	10.00	3.6	110	34	7	832
7601	0	6	9.40	1.5	290	36	10	831
7602	0	0	10.00	0	0	34	10	832
7603	0	0	7.80	2.6	140	44	10	833
7604	0	0	7.20	4.6	120	60	10	833
7605	0	0	6.70	3.1	100	62	10	834
7606	0	0	4.00	1.5	80	69	10	832
7607	0	0	3.30	3.6	130	92	10	833
7608	0	0	2.80	3.1	180	92	8	831
7609	0	0	2.80	3.1	220	92	8	832
7610	0	0	2.80	0	0	92	10	831
7611	0	0	2.80	3.1	240	92	10	832
7612	0	0	0.60	4.1	60	100	8	831
7613	0	0	1.10	2.1	10	88	8	834
7614	0	0	1.10	3.1	330	88	10	832
7615	0	0	1.70	2.1	290	81	8	833
7616	0	58	1.10	3.6	240	92	8	834
7617	199	87	3.30	2.6	320	79	8	835
7618	246	156	4.40	2.6	40	70	8	836
7619	6	163	4.40	3.1	60	70	8	836
7620	377	169	6.70	3.1	90	62	9	836
7621	321	161	6.10	0	0	56	8	835
7622	142	204	7.20	3.1	70	43	7	835
7623	215	121	6.70	2.1	50	45	6	834
7624	82	56	5.60	4.1	80	49	6	834
7625	6	5	2.80	4.1	70	65	7	833
7626	0	0	1.70	3.6	100	81	9	833
7627	0	0	0.60	3.1	130	83	9	833
7628	0	0	0.00	3.6	160	87	8	833
7629	0	0	0.60	4.6	170	80	8	832
7630	0	0	0.00	3.6	160	83	10	832
7631	0	0	0.00	3.1	170	83	10	834
7632	0	0	0.00	4.1	170	79	9	831
7633	0	0	0.00	4.6	200	79	10	831
7634	0	0	-0.60	0	0	80	10	831
7635	0	0	0.00	0	0	79	10	832
7636	0	0	0.00	2.6	30	83	10	832
7637	0	0	0.00	2.1	320	87	10	835
7638	0	0	1.70	6.2	350	61	10	835
7639	0	0	1.70	5.7	350	64	10	836
7640	0	24	1.70	5.2	350	70	9	837
7641	96	132	1.70	7.2	350	74	8	838
7642	0	119	2.80	6.7	360	75	8	839
7643	74	227	3.30	7.2	10	66	8	840
7644	0	158	5.00	7.2	360	61	8	840
7645	3	173	4.40	6.7	10	58	9	840
7646	248	154	5.60	4.6	10	51	6	841
7647	219	74	2.80	4.1	70	75	5	840
7648	115	36	2.80	1.5	110	71	5	840
7649	1	6	1.70	3.1	210	74	5	841
7650	0	0	2.20	2.6	220	68	4	841
7651	0	0	0.00	4.6	210	79	3	840
7652	0	0	-0.60	5.2	200	83	4	840
7653	0	0	-0.60	6.2	200	80	1	839
7654	0	0	-1.10	5.2	200	79	1	839
7655	0	0	-4.40	4.1	170	79	0	841
7656	0	0	-5.60	4.1	170	87	1	836
7657	0	0	-2.80	6.2	210	69	0	837
7658	0	0	-2.80	6.2	210	65	1	837
7659	0	0	-2.80	6.7	220	57	0	837
7660	0	0	-2.20	6.2	220	51	0	837
7661	0	0	-1.70	7.2	200	44	0	839
7662	0	0	-2.20	6.7	210	46	0	836
7663	0	0	-2.20	6.2	210	44	3	837
7664	0	61	0.60	5.7	220	37	3	838
7665	187	86	4.40	3.6	230	34	3	839
7666	242	115	8.90	6.2	270	21	3	841
7667	320	126	10.60	4.1	270	17	3	838
7668	437	103	12.20	4.6	280	16	4	842
7669	414	86	13.90	6.2	280	14	3	841
7670	312	96	13.90	7.7	300	13	5	840
7671	225	73	13.30	6.7	280	13	7	840
7672	107	52	10.60	6.2	280	13	9	839
7673	5	4	9.40	4.6	270	13	7	835
7674	0	0	5.60	4.6	230	19	8	836
7675	0	0	3.90	4.6	210	23	9	835
7676	0	0	4.40	5.7	220	22	2	834
7677	0	0	3.90	6.2	200	24	2	833
7678	0	0	5.00	6.7	210	27	3	832
7679	0	0	5.00	7.2	210	26	3	832
7680	0	0	5.00	7.2	220	22	6	830
7681	0	0	5.00	6.2	210	26	6	830
7682	0	0	7.20	6.7	210	27	8	831
7683	0	0	5.60	5.2	230	31	10	830
7684	0	0	6.10	2.6	200	30	10	830
7685	0	0	6.70	4.6	210	29	10	830
7686	0	0	8.90	1.5	230	24	10	832
7687	0	0	3.90	4.1	180	34	8	830
7688	0	37	2.80	5.2	160	40	6	830
7689	91	101	3.90	3.1	170	43	7	830
7690	176	141	9.40	5.2	80	31	5	832
7691	177	206	12.20	6.2	70	17	5	830
7692	388	134	14.40	7.2	90	14	4	833
7693	404	101	14.40	7.7	90	12	3	832
7694	273	117	15.00	5.7	90	10	6	832
7695	198	100	14.40	5.2	120	11	9	831
7696	41	72	13.30	2.6	40	13	10	831
7697	0	1	10.00	3.1	90	16	8	828
7698	0	0	8.30	3.1	90	23	9	829
7699	0	0	8.30	4.1	80	28	10	831
7700	0	0	6.10	3.1	150	30	10	830
7701	0	0	5.60	4.6	60	37	10	831
7702	0	0	7.80	8.2	340	35	10	831
7703	0	0	6.70	3.1	360	37	9	832
7704	0	0	7.20	5.2	250	33	10	831
7705	0	0	5.60	4.1	350	38	9	832
7706	0	0	5.00	2.6	360	40	9	832
7707	0	0	2.20	3.1	70	48	8	832
7708	0	0	0.60	3.6	60	54	4	832
7709	0	0	-2.20	3.1	150	59	3	836
7710	0	0	-2.20	3.1	150	65	3	833
7711	0	0	-2.20	3.1	170	72	3	834
7712	0	64	0.60	3.1	170	60	3	836
7713	196	49	3.30	3.6	130	47	3	838
7714	279	85	5.60	3.6	130	37	4	839
7715	338	133	6.70	4.1	140	32	10	839
7716	138	232	7.80	2.1	170	29	4	838
7717	378	127	10.00	3.1	200	22	5	839
7718	359	88	10.60	1.5	250	18	4	839
7719	231	67	11.10	1.5	250	18	7	840
7720	120	34	10.00	2.6	250	19	9	840
7721	0	5	7.80	4.1	260	21	10	838
7722	0	0	5.60	2.6	270	23	10	840
7723	0	0	6.70	4.1	270	24	10	841
7724	0	0	6.10	3.1	260	24	10	840
7725	0	0	5.60	3.6	210	25	10	839
7726	0	0	5.60	3.6	240	21	10	838
7727	0	0	4.40	6.2	210	26	10	837
7728	0	0	5.00	6.7	230	20	10	837
7729	0	0	5.60	5.7	250	22	10	837
7730	0	0	6.70	6.2	270	23	10	837
7731	0	0	6.70	5.7	290	24	10	837
7732	0	0	3.90	5.2	290	29	7	836
7733	0	0	5.60	6.2	280	25	8	837
7734	0	0	5.00	6.7	250	21	7	838
7735	0	0	3.90	6.2	260	26	3	838
7736	0	40	5.00	2.1	10	27	7	839
7737	166	87	6.70	4.1	60	26	8	841
7738	231	114	7.80	1.5	100	25	6	841
7739	324	116	9.40	2.1	140	22	4	840
7740	438	78	10.60	3.1	180	20	4	841
7741	432	68	11.70	1.5	220	17	4	841
7742	359	65	12.80	3.6	290	16	6	841
7743	272	52	13.30	5.2	320	16	5	841
7744	129	29	12.20	5.2	280	17	3	841
7745	5	3	8.90	3.6	290	22	8	838
7746	0	0	7.80	4.1	260	26	6	840
7747	0	0	6.10	3.6	250	32	5	840
7748	0	0	4.40	3.1	250	38	4	839
7749	0	0	4.40	3.6	250	40	7	839
7750	0	0	5.00	3.6	270	40	4	840
7751	0	0	3.30	4.6	230	39	3	840
7752	0	0	3.90	6.2	220	39	5	839
7753	0	0	5.00	5.2	230	40	8	839
7754	0	0	5.60	4.1	230	40	8	840
7755	0	0	6.10	3.1	250	41	9	840
7756	0	0	5.00	3.6	230	42	8	841
7757	0	0	4.40	4.1	210	44	10	842
7758	0	0	3.90	4.1	210	47	9	842
7759	0	0	1.70	3.1	190	55	3	841
7760	70	53	2.20	3.1	160	53	3	842
7761	200	62	8.30	2.6	160	40	3	845
7762	302	76	11.10	2.6	220	32	0	846
7763	364	89	12.80	1.5	280	29	0	843
7764	432	78	14.40	4.1	330	27	0	846
7765	385	91	14.40	5.2	40	27	0	845
7766	351	67	15.00	5.7	20	26	0	845
7767	268	50	14.40	4.6	60	27	1	845
7768	119	25	13.30	2.1	30	29	0	844
7769	4	3	11.10	0	0	33	2	841
7770	0	0	10.00	1.5	140	36	0	844
7771	0	0	7.80	2.6	160	42	0	844
7772	0	0	2.20	4.6	160	48	0	841
7773	0	0	5.60	4.6	180	49	0	842
7774	0	0	5.00	4.6	180	51	0	841
7775	0	0	5.00	6.2	200	48	0	841
7776	0	0	1.10	3.6	180	55	0	838
7777	0	0	0.60	2.6	180	63	0	838
