#1
#Denver
# 39.883         -104.65          1650            1
#
# hy	G_Bh	G_Dh	Ta	FF	DD	RH	N	p
double tab1(8760,9)
6567	360	143	28.30	2.1	250	17	4	834
6568	240	123	27.80	4.1	150	18	5	834
6569	75	69	26.10	4.1	130	23	10	827
6570	1	5	21.10	3.1	160	32	4	832
6571	0	0	21.10	2.6	360	29	4	832
6572	0	0	22.20	4.6	260	21	5	833
6573	0	0	21.10	3.1	270	21	5	833
6574	0	0	20.00	2.6	190	22	10	832
6575	0	0	15.00	3.6	160	36	10	830
6576	0	0	15.00	9.3	40	42	1	831
6577	0	0	10.00	4.6	50	74	0	830
6578	0	0	9.40	1.5	280	74	0	830
6579	0	0	7.80	3.6	240	82	0	829
6580	0	0	8.30	2.1	250	80	0	830
6581	0	0	8.90	0	0	80	1	832
6582	0	0	5.00	2.6	150	93	3	829
6583	0	0	10.60	2.1	80	77	4	832
6584	229	57	12.80	0	0	66	5	832
6585	324	116	15.60	2.1	30	55	5	834
6586	538	90	18.30	2.6	70	50	6	835
6587	616	98	20.00	2.1	100	42	6	831
6588	641	110	22.80	3.6	30	34	6	836
6589	590	144	25.00	3.1	50	30	8	836
6590	478	146	26.70	4.1	70	25	7	837
6591	442	94	27.20	4.1	90	21	6	837
6592	321	68	26.70	1.5	100	20	5	836
6593	140	34	24.40	2.6	110	30	6	829
6594	2	4	22.20	0	0	30	6	836
6595	0	0	17.80	2.6	290	56	4	834
6596	0	0	16.70	4.6	260	60	4	833
6597	0	0	15.60	4.1	260	64	6	833
6598	0	0	16.70	4.6	250	56	6	832
6599	0	0	14.40	0	0	67	2	830
6600	0	0	13.30	3.1	270	72	0	831
6601	0	0	12.20	3.6	240	74	0	830
6602	0	0	11.10	5.2	230	77	1	830
6603	0	0	12.80	5.7	220	66	1	830
6604	0	0	12.20	4.6	240	64	0	830
6605	0	0	11.70	5.7	210	63	0	830
6606	0	0	12.80	5.2	210	55	3	831
6607	0	0	12.80	3.1	360	59	4	833
6608	32	131	13.90	2.1	300	53	6	834
6609	302	145	18.30	2.1	210	43	3	835
6610	559	76	20.60	2.1	120	37	5	836
6611	607	100	21.70	4.6	60	32	4	831
6612	585	172	22.20	3.6	130	30	5	836
6613	308	314	23.90	3.1	30	27	8	836
6614	19	235	19.40	13.4	10	45	8	836
6615	151	245	17.20	13.4	30	54	9	836
6616	182	132	16.70	7.2	40	53	9	836
6617	96	54	15.00	9.3	30	58	8	835
6618	1	3	12.80	4.1	70	66	6	837
6619	0	0	10.60	3.6	110	74	5	836
6620	0	0	10.00	4.6	160	77	5	836
6621	0	0	10.00	4.6	170	77	9	835
6622	0	0	10.60	6.7	170	74	9	835
6623	0	0	11.10	5.7	150	69	8	835
6624	0	0	11.70	5.7	130	61	8	834
6625	0	0	11.70	5.2	150	63	9	833
6626	0	0	10.60	5.2	150	71	9	833
6627	0	0	10.60	4.1	220	77	9	833
6628	0	0	8.90	3.6	280	80	9	832
6629	0	0	7.20	5.2	250	93	10	832
6630	0	0	7.00	4.1	280	100	10	832
6631	0	0	7.80	5.2	280	96	10	833
6632	0	86	8.30	4.1	280	97	10	833
6633	0	156	9.40	4.1	270	90	10	834
6634	4	208	11.10	4.6	280	83	10	834
6635	259	306	12.20	3.6	330	77	8	832
6636	342	294	13.30	3.1	350	72	8	833
6637	42	301	15.60	2.1	320	62	8	833
6638	30	310	16.10	1.5	290	62	9	833
6639	65	258	16.70	1.5	250	60	9	833
6640	13	154	16.10	2.1	220	62	9	833
6641	0	26	15.60	5.2	190	64	7	829
6642	0	1	15.00	2.1	200	64	8	833
6643	0	0	15.60	4.1	200	57	10	833
6644	0	0	16.70	2.6	220	39	9	833
6645	0	0	13.90	2.1	230	49	10	832
6646	0	0	13.30	3.1	270	57	10	832
6647	0	0	11.10	1.5	30	88	10	830
6648	0	0	9.40	7.7	10	97	10	832
6649	0	0	8.90	7.2	20	100	10	833
6650	0	0	8.00	6.7	10	100	10	833
6651	0	0	7.80	6.2	20	96	10	834
6652	0	0	6.70	6.7	30	96	10	834
6653	0	0	6.70	7.2	30	93	10	836
6654	0	0	6.70	4.6	50	89	8	835
6655	0	0	6.70	4.6	60	89	10	836
6656	0	47	5.00	5.2	30	96	10	836
6657	0	81	5.00	5.2	60	96	10	837
6658	0	109	4.40	5.7	40	100	10	837
6659	0	130	5.00	5.7	40	96	10	838
6660	0	133	4.40	6.2	30	97	10	837
6661	0	166	3.90	6.7	50	96	10	837
6662	8	223	2.80	6.7	60	96	10	837
6663	3	186	2.20	6.7	70	96	10	838
6664	2	128	1.70	6.2	60	96	10	838
6665	0	56	0.60	5.2	60	100	10	840
6666	0	1	0.00	3.1	60	100	10	839
6667	0	0	-0.60	3.1	70	100	10	839
6668	0	0	-0.60	3.1	100	100	10	840
6669	0	0	-0.60	1.5	100	96	10	840
6670	0	0	-0.60	0	0	100	10	840
6671	0	0	0.00	0	0	95	10	842
6672	0	0	-0.60	0	0	100	10	840
6673	0	0	-1.10	0	0	100	10	840
6674	0	0	-1.10	0	0	100	10	840
6675	0	0	-1.10	0	0	95	10	840
6676	0	0	-1.10	0	0	95	10	840
6677	0	0	-1.10	0	0	95	10	842
6678	0	0	-1.10	0	0	91	10	841
6679	0	0	-1.10	0	0	91	10	841
6680	0	102	-1.10	0	0	91	10	841
6681	0	170	-0.60	0	0	91	10	842
6682	0	212	-0.60	0	0	96	10	842
6683	4	207	0.60	0	0	91	10	843
6684	0	194	0.60	0	0	96	10	842
6685	0	160	1.10	0	0	92	10	842
6686	0	150	1.10	4.1	50	96	10	841
6687	0	150	1.70	3.6	50	92	10	842
6688	0	104	1.10	4.6	50	96	10	842
6689	0	43	1.10	4.6	30	96	10	842
6690	0	0	1.10	4.6	50	96	10	843
6691	0	0	0.60	4.6	60	100	10	843
6692	0	0	0.60	3.6	60	100	10	844
6693	0	0	0.60	4.1	70	100	10	844
6694	0	0	1.10	3.6	70	96	10	844
6695	0	0	1.10	3.6	110	96	10	845
6696	0	0	1.10	4.1	140	96	10	845
6697	0	0	1.10	2.6	150	92	10	845
6698	0	0	1.10	2.1	170	92	10	845
6699	0	0	1.70	0	0	92	10	845
6700	0	0	1.70	0	0	92	10	845
6701	0	0	1.70	0	0	92	10	846
6702	0	0	1.10	3.1	70	96	10	845
6703	0	0	1.10	3.1	90	100	10	846
6704	0	71	2.20	3.1	100	92	10	847
6705	0	150	3.30	2.6	110	85	10	847
6706	0	186	3.90	0	0	60	10	848
6707	0	180	4.40	2.6	110	61	10	847
6708	0	188	5.00	2.6	80	58	10	848
6709	4	197	5.00	0	0	55	10	847
6710	0	156	5.60	1.5	80	56	10	847
6711	0	156	5.60	4.1	80	64	10	847
6712	0	125	5.00	3.6	80	64	10	847
6713	0	38	5.00	3.6	100	64	10	846
6714	0	0	4.40	4.1	120	70	10	847
6715	0	0	3.90	3.1	110	76	10	847
6716	0	0	3.90	2.6	180	76	10	847
6717	0	0	2.20	3.6	170	71	9	846
6718	0	0	1.70	4.6	160	77	5	846
6719	0	0	2.20	4.6	140	78	5	846
6720	0	0	2.80	5.2	150	75	10	846
6721	0	0	2.80	5.2	150	71	8	845
6722	0	0	2.80	4.1	150	71	8	845
6723	0	0	2.80	6.2	160	68	10	844
6724	0	0	2.80	5.7	160	71	10	844
6725	0	0	2.20	5.7	160	71	10	845
6726	0	0	1.70	5.2	160	74	8	844
6727	0	0	2.20	4.6	160	78	8	844
6728	68	114	3.90	6.2	170	69	4	845
6729	316	126	5.00	4.1	160	64	8	845
6730	385	180	6.10	3.1	210	59	5	846
6731	600	108	8.30	3.1	160	56	8	844
6732	658	105	9.40	4.6	150	54	5	846
6733	639	100	10.60	7.7	140	50	5	845
6734	562	89	10.60	6.2	150	48	3	845
6735	409	90	10.60	6.7	150	48	3	845
6736	266	66	10.00	6.2	180	50	3	845
6737	110	38	8.30	4.6	170	56	4	842
6738	0	0	5.00	5.7	160	70	0	843
6739	0	0	2.80	4.1	130	82	0	842
6740	0	0	1.10	3.1	140	88	0	840
6741	0	0	1.10	2.6	160	88	4	840
6742	0	0	2.80	5.7	180	82	4	840
6743	0	0	2.20	5.7	190	85	4	841
6744	0	0	1.70	4.1	170	84	0	838
6745	0	0	1.70	5.2	190	88	0	838
6746	0	0	2.20	4.6	200	81	0	838
6747	0	0	1.70	2.6	250	84	0	837
6748	0	0	0.00	0	0	87	0	836
6749	0	0	0.00	2.6	200	91	0	839
6750	0	0	0.00	3.1	210	87	0	836
6751	0	0	1.10	2.1	230	88	0	837
6752	192	54	3.30	1.5	260	79	0	839
6753	380	63	6.10	0	0	70	0	840
6754	508	83	9.40	1.5	30	61	0	840
6755	513	133	12.20	2.1	60	53	3	837
6756	574	128	14.40	2.1	90	44	3	841
6757	574	124	16.70	3.6	90	38	3	840
6758	561	90	17.80	4.1	80	32	3	840
6759	461	66	17.80	4.6	90	30	3	840
6760	288	53	17.80	4.1	70	27	3	840
6761	110	32	16.10	2.1	10	35	3	833
6762	0	0	12.80	4.1	340	43	3	837
6763	0	0	10.00	1.5	60	52	3	836
6764	0	0	8.90	3.1	210	56	3	835
6765	0	0	6.10	4.6	160	73	3	833
6766	0	0	6.10	3.6	200	76	2	832
6767	0	0	6.10	4.1	230	76	0	832
6768	0	0	5.60	2.6	250	76	0	831
6769	0	0	5.60	2.1	220	73	0	830
6770	0	0	2.20	3.1	200	85	0	828
6771	0	0	3.90	4.6	210	79	0	828
6772	0	0	1.10	3.1	190	84	0	827
6773	0	0	5.60	3.6	200	67	0	830
6774	0	0	3.30	2.1	210	75	0	828
6775	0	0	5.60	2.6	220	70	0	830
6776	184	79	8.90	1.5	250	58	0	831
6777	354	83	11.70	1.5	220	50	0	833
6778	471	114	15.00	1.5	180	42	3	834
6779	623	73	18.90	2.6	150	33	3	829
6780	649	84	20.60	2.1	110	28	3	835
6781	658	81	22.20	3.6	80	26	3	834
6782	559	91	22.80	4.6	100	21	4	834
6783	415	83	23.30	5.2	100	21	6	834
6784	264	61	22.20	8.8	140	23	4	833
6785	99	29	19.40	8.8	150	28	5	826
6786	0	0	16.10	7.7	150	36	4	831
6787	0	0	13.90	6.7	150	47	1	830
6788	0	0	13.90	9.3	160	45	0	830
6789	0	0	12.80	8.2	160	51	2	829
6790	0	0	10.00	7.2	160	61	3	827
6791	0	0	11.70	6.7	190	52	2	827
6792	0	0	13.30	8.8	190	45	0	828
6793	0	0	11.70	6.2	180	48	0	828
6794	0	0	12.80	8.2	190	43	0	828
6795	0	0	13.30	7.2	210	40	0	828
6796	0	0	8.30	4.1	300	63	0	827
6797	0	0	5.00	1.5	280	82	0	829
6798	0	0	6.10	3.1	290	76	0	828
6799	0	0	7.20	1.5	300	74	3	829
6800	151	74	10.60	3.6	310	63	3	830
6801	348	76	13.30	1.5	340	53	3	832
6802	488	91	17.80	3.1	10	43	3	833
6803	548	104	22.20	7.2	150	24	3	829
6804	575	121	23.90	8.8	150	22	3	834
6805	617	86	25.00	7.7	140	21	3	833
6806	530	80	26.70	7.2	190	14	3	833
6807	425	79	26.10	8.8	190	14	3	833
6808	260	59	25.60	7.7	200	14	3	834
6809	92	30	23.90	8.2	180	18	8	827
6810	0	0	21.10	8.8	180	22	6	833
6811	0	0	20.60	7.7	190	22	8	834
6812	0	0	20.00	7.7	200	24	8	833
6813	0	0	18.90	7.2	210	27	9	833
6814	0	0	18.30	5.7	240	28	9	831
6815	0	0	14.40	1.5	170	39	8	829
6816	0	0	11.70	2.6	70	54	10	829
6817	0	0	10.00	2.6	80	61	10	828
6818	0	0	8.30	3.1	80	68	10	827
6819	0	0	10.00	2.6	350	61	7	829
6820	0	0	8.90	4.1	280	66	6	829
6821	0	0	9.40	2.6	270	63	3	830
6822	0	0	8.30	3.1	230	68	3	829
6823	0	0	10.00	1.5	210	61	3	831
6824	170	88	11.10	2.6	270	57	3	832
6825	251	139	13.30	2.1	260	47	3	833
6826	470	109	14.40	1.5	320	46	3	833
6827	568	103	16.70	2.6	330	41	3	831
6828	636	103	19.40	2.6	340	34	3	834
6829	612	97	21.10	5.7	50	31	3	835
6830	546	86	21.70	4.6	60	28	3	835
6831	417	80	22.20	5.7	60	27	3	834
6832	244	64	21.70	6.7	50	27	4	834
6833	87	30	18.30	6.2	360	33	5	828
6834	0	0	15.00	6.2	280	41	5	832
6835	0	0	14.40	5.7	260	46	4	833
6836	0	0	12.80	4.1	290	51	5	833
6837	0	0	11.10	6.2	320	50	2	833
6838	0	0	10.60	4.6	330	54	3	833
6839	0	0	8.90	0	0	61	2	833
6840	0	0	5.60	3.6	140	70	4	831
6841	0	0	2.20	3.1	130	85	4	829
6842	0	0	2.80	4.6	150	85	4	829
6843	0	0	3.90	4.1	160	86	4	830
6844	0	0	3.30	3.1	150	89	4	830
6845	0	0	4.40	4.6	180	83	3	833
6846	0	0	2.20	2.1	160	89	4	831
6847	0	0	4.40	2.1	200	83	3	832
6848	1	104	8.90	3.1	180	63	4	834
6849	131	191	10.60	3.1	170	56	3	835
6850	314	207	13.30	4.6	120	45	3	836
6851	507	146	14.40	5.2	130	35	3	833
6852	414	216	16.70	3.6	250	19	6	837
6853	247	297	16.10	3.1	260	24	5	837
6854	471	138	16.10	2.6	280	19	3	837
6855	419	78	16.10	2.1	290	15	4	836
6856	255	57	16.70	3.6	310	14	4	837
6857	88	27	13.30	2.1	350	19	8	832
6858	0	0	10.60	4.6	110	44	7	835
6859	0	0	7.20	3.1	140	57	4	834
6860	0	0	6.70	1.5	140	62	4	833
6861	0	0	5.60	2.1	140	67	5	833
6862	0	0	5.00	4.1	160	64	2	832
6863	0	0	5.60	5.7	190	61	3	834
6864	0	0	5.00	3.1	240	64	3	832
6865	0	0	6.10	3.6	220	51	3	833
6866	0	0	6.10	5.2	210	49	3	833
6867	0	0	3.90	2.6	10	55	3	832
6868	0	0	5.00	2.6	310	48	3	833
6869	0	0	2.20	3.1	160	59	3	835
6870	0	0	-0.60	2.6	130	66	3	832
6871	0	0	1.70	1.5	110	70	3	835
6872	176	60	8.30	3.6	120	56	3	838
6873	287	104	10.00	5.7	110	45	3	839
6874	338	177	12.20	4.6	90	37	4	839
6875	484	144	13.30	6.2	120	33	4	839
6876	442	181	13.90	2.6	110	28	4	839
6877	428	210	15.00	3.6	100	24	8	838
6878	171	260	14.40	2.6	80	24	10	838
6879	37	217	13.90	5.7	180	27	9	838
6880	0	66	13.30	5.7	290	29	9	839
6881	0	20	12.80	2.6	260	31	7	835
6882	0	0	10.00	4.6	360	45	8	839
6883	0	0	8.30	4.6	20	51	8	838
6884	0	0	7.20	3.6	20	55	8	837
6885	0	0	8.30	0	0	51	8	838
6886	0	0	7.80	0	0	53	10	837
6887	0	0	6.70	1.5	250	57	7	838
6888	0	0	6.70	1.5	280	59	5	837
6889	0	0	3.90	4.1	190	72	4	836
6890	0	0	2.80	2.1	230	68	3	835
6891	0	0	-1.10	2.1	200	79	3	833
6892	0	0	-1.10	0	0	79	3	834
6893	0	0	-0.60	2.1	140	83	0	838
6894	0	0	1.70	0	0	70	0	836
6895	0	0	3.90	2.1	230	63	0	837
6896	140	73	6.10	3.1	220	56	0	838
6897	307	91	10.00	4.1	210	47	0	839
6898	355	173	11.70	2.6	230	41	0	839
6899	567	98	13.30	2.6	250	35	0	839
6900	614	94	15.00	2.1	270	31	3	839
6901	563	110	16.70	2.6	290	28	4	839
6902	524	84	18.90	4.1	40	27	3	840
6903	376	98	18.90	5.7	90	28	3	840
6904	215	65	17.80	5.7	140	31	5	839
6905	70	31	15.60	5.2	190	34	8	834
6906	0	0	11.10	4.6	190	40	3	837
6907	0	0	10.60	3.6	260	46	1	838
6908	0	0	9.40	3.6	220	47	0	837
6909	0	0	9.40	6.7	190	54	0	837
6910	0	0	7.20	4.1	160	65	0	836
6911	0	0	4.40	3.1	170	76	0	836
6912	0	0	6.10	4.6	190	73	0	835
6913	0	0	5.60	2.1	230	73	0	834
6914	0	0	3.90	4.6	180	79	0	833
6915	0	0	5.60	4.6	210	76	0	834
6916	0	0	4.40	4.6	220	79	0	833
6917	0	0	5.00	5.2	220	73	0	836
6918	0	0	3.30	3.6	270	79	0	835
6919	0	0	5.60	2.6	240	70	0	837
6920	129	69	8.30	3.6	210	58	0	839
6921	314	78	11.70	2.6	70	44	0	840
6922	452	102	13.30	0	0	40	0	841
6923	575	97	15.60	3.6	120	31	0	838
6924	629	73	16.70	4.6	110	28	1	842
6925	575	98	17.80	4.1	100	25	0	842
6926	452	110	18.30	3.6	110	22	0	842
6927	350	123	18.30	4.6	140	21	0	841
6928	143	111	18.30	4.1	130	21	0	841
6929	56	35	15.00	3.6	110	27	4	837
6930	0	0	10.60	2.6	110	35	1	840
6931	0	0	7.80	5.2	160	44	3	839
6932	0	0	6.10	4.1	150	47	1	838
6933	0	0	5.60	2.6	170	49	0	838
6934	0	0	3.30	0	0	60	0	837
6935	0	0	5.00	3.1	290	61	0	839
6936	0	0	5.60	2.6	210	61	0	837
6937	0	0	3.90	3.1	270	69	0	837
6938	0	0	3.90	4.1	260	69	0	837
6939	0	0	3.30	4.1	240	66	0	837
6940	0	0	2.80	3.6	260	65	0	837
6941	0	0	3.90	3.6	250	57	0	841
6942	0	0	3.90	3.6	220	63	0	840
6943	0	0	5.60	5.2	220	58	0	841
6944	174	58	9.40	5.2	220	47	0	844
6945	339	61	12.20	3.6	240	36	0	845
6946	446	96	14.40	3.1	300	31	0	847
6947	503	125	15.60	2.6	350	34	0	842
6948	597	93	17.80	4.1	40	34	0	847
6949	593	80	18.30	3.1	50	28	0	846
6950	475	93	19.40	3.1	50	25	0	846
6951	392	75	20.00	3.1	60	22	0	847
6952	233	55	19.40	2.6	90	21	0	846
6953	56	34	17.20	2.1	110	26	0	845
6954	0	0	13.30	2.1	110	30	0	844
6955	0	0	10.60	3.1	140	38	0	843
6956	0	0	8.90	4.1	150	42	0	842
6957	0	0	10.60	4.1	180	38	0	842
6958	0	0	5.00	3.6	160	55	0	839
6959	0	0	8.30	5.2	200	56	0	840
6960	0	0	7.80	3.6	200	55	0	840
6961	0	0	7.80	5.2	210	55	0	840
6962	0	0	7.80	6.2	210	58	0	839
6963	0	0	8.30	6.2	200	56	0	839
6964	0	0	7.80	5.7	200	58	0	839
6965	0	0	7.80	5.2	200	63	0	841
6966	0	0	7.20	4.6	200	68	0	840
6967	0	0	8.90	5.2	200	61	0	841
6968	137	63	11.70	5.2	210	48	0	842
6969	330	70	15.00	4.1	230	33	0	843
6970	343	173	17.80	3.6	210	26	0	845
6971	500	122	20.60	3.1	240	21	0	845
6972	589	95	22.80	2.1	240	15	0	844
6973	562	99	24.40	2.1	180	12	0	844
6974	514	82	25.00	1.5	130	10	0	843
6975	393	68	25.60	3.6	70	10	0	843
6976	234	53	24.40	2.1	120	11	0	843
6977	61	28	20.60	2.6	80	15	0	836
6978	0	0	16.70	6.2	170	27	0	840
6979	0	0	16.10	6.7	180	26	0	840
6980	0	0	10.60	3.6	180	36	0	837
6981	0	0	9.40	3.6	170	37	0	836
6982	0	0	12.20	5.7	210	34	0	837
6983	0	0	10.60	4.6	220	38	0	836
6984	0	0	11.10	3.6	240	35	0	835
6985	0	0	8.90	4.1	240	41	0	834
6986	0	0	8.90	3.6	230	37	0	834
6987	0	0	8.90	5.2	220	35	0	834
6988	0	0	10.60	4.1	220	31	0	834
6989	0	0	8.90	5.7	200	33	0	835
6990	0	0	8.90	5.7	210	32	0	835
6991	2	7	10.60	6.7	200	30	3	836
6992	35	99	12.80	5.7	220	30	3	838
6993	262	139	16.10	5.7	210	24	0	839
6994	335	169	20.00	2.1	180	19	1	840
6995	551	96	21.10	1.5	140	15	3	835
6996	577	95	22.20	2.6	90	15	5	840
6997	434	180	22.80	3.6	50	15	4	839
6998	436	108	22.20	4.6	90	15	5	839
6999	248	158	21.70	5.7	70	15	6	839
7000	11	115	21.70	6.2	90	15	7	838
7001	9	42	18.30	4.1	80	21	8	833
7002	0	0	15.60	3.6	80	24	7	837
7003	0	0	15.00	3.1	120	26	7	837
7004	0	0	13.90	5.2	80	27	4	837
7005	0	0	12.20	2.1	90	27	5	836
7006	0	0	13.30	3.6	160	25	7	836
7007	0	0	12.80	4.6	50	30	7	836
7008	0	0	10.00	3.6	50	36	8	836
7009	0	0	7.80	3.6	50	46	8	836
7010	0	0	7.80	2.6	280	48	5	836
7011	0	0	6.70	3.1	280	52	3	836
7012	0	0	6.10	3.1	280	54	3	836
7013	0	0	7.20	2.6	340	55	0	838
7014	0	0	3.30	0	0	69	0	836
7015	9	3	5.60	2.1	260	61	0	837
7016	149	54	8.90	0	0	54	0	839
7017	291	83	10.60	1.5	40	48	0	840
7018	457	79	12.20	1.5	70	43	0	840
7019	553	75	13.90	2.6	90	38	3	840
7020	573	93	15.60	4.1	100	36	3	840
7021	597	81	17.80	4.1	110	30	3	840
7022	522	62	18.90	5.7	100	28	3	840
7023	382	73	20.00	6.7	110	25	3	839
7024	205	60	19.40	9.8	120	24	3	839
7025	57	29	17.20	6.7	140	25	2	833
7026	0	0	13.30	6.2	140	33	0	837
7027	0	0	8.90	5.7	150	42	0	835
7028	0	0	7.80	6.2	150	46	0	833
7029	0	0	10.60	6.2	160	44	0	834
7030	0	0	7.80	4.1	160	48	0	832
7031	0	0	11.10	9.3	170	42	0	831
7032	0	0	11.10	9.3	170	42	0	831
7033	0	0	10.60	6.2	160	44	0	830
7034	0	0	11.10	8.2	180	42	0	830
7035	0	0	7.20	3.1	280	55	0	828
7036	0	0	3.90	3.6	270	72	0	826
7037	0	0	3.90	3.1	240	72	0	829
7038	0	0	5.00	3.6	260	70	0	827
7039	6	4	5.00	2.1	260	70	0	828
7040	106	81	8.30	3.1	270	58	0	830
7041	251	109	12.20	3.1	260	45	0	831
7042	403	101	16.70	2.6	270	32	0	833
7043	435	150	20.00	1.5	320	24	3	828
7044	542	124	22.20	4.1	10	22	3	832
7045	556	87	22.80	5.7	350	20	3	832
7046	481	74	22.80	4.1	350	17	3	831
7047	361	71	22.20	2.6	340	16	5	831
7048	143	102	20.60	7.7	160	17	6	831
7049	4	38	18.30	9.3	150	25	9	825
7050	0	0	15.60	5.7	140	29	8	830
7051	0	0	13.30	5.2	120	32	6	830
7052	0	0	13.90	6.7	150	47	5	830
7053	0	0	13.90	8.2	160	57	9	829
7054	0	0	12.20	6.7	150	64	8	828
7055	0	0	11.10	5.2	180	74	8	828
7056	0	0	10.00	3.1	140	77	5	827
7057	0	0	9.40	5.7	120	83	5	827
7058	0	0	7.80	3.6	100	93	8	827
7059	0	0	7.20	3.1	100	97	6	828
7060	0	0	6.10	3.1	140	100	3	828
7061	0	0	6.70	4.6	260	85	5	830
7062	0	0	5.00	1.5	310	93	8	830
7063	1	4	6.70	1.5	310	96	10	832
7064	5	89	6.70	10.3	360	85	10	833
7065	0	69	5.60	7.2	360	89	10	834
7066	0	91	5.00	8.2	350	100	10	835
7067	0	100	5.60	7.7	320	96	10	836
7068	0	109	5.00	8.2	340	100	10	836
7069	0	106	5.00	6.2	330	96	10	837
7070	0	92	5.00	7.2	320	96	10	838
7071	0	71	5.00	5.7	340	96	10	839
7072	0	40	4.40	5.7	350	100	10	840
7073	0	14	4.40	6.7	330	100	10	841
7074	0	0	4.40	4.6	330	97	10	841
7075	0	0	3.90	5.2	300	100	10	842
7076	0	0	3.90	5.2	330	100	10	842
7077	0	0	3.90	4.6	340	100	10	843
7078	0	0	3.90	4.1	310	100	10	843
7079	0	0	3.90	3.6	330	100	10	843
7080	0	0	3.90	2.6	350	100	10	843
7081	0	0	4.40	2.6	10	97	10	842
7082	0	0	3.90	2.6	20	100	10	842
7083	0	0	4.40	1.5	20	97	10	842
7084	0	0	4.40	0	0	97	10	843
7085	0	0	4.40	0	0	97	10	843
7086	0	0	4.40	1.5	90	97	10	843
7087	0	2	5.00	1.5	90	93	10	843
7088	0	52	5.00	2.6	80	96	10	843
7089	0	97	6.10	2.6	170	93	10	845
7090	33	258	7.80	2.1	150	86	10	845
7091	29	289	8.90	2.1	120	80	9	843
7092	26	307	10.00	2.6	70	80	10	844
7093	91	298	11.70	5.2	80	77	9	844
7094	222	230	12.80	5.2	90	74	9	844
7095	41	194	12.80	6.7	70	77	10	843
7096	0	79	13.90	4.6	240	67	10	843
7097	0	13	9.40	5.7	260	86	10	840
7098	0	0	7.80	4.1	280	93	9	842
7099	0	0	7.80	3.6	280	89	10	842
7100	0	0	7.80	1.5	210	93	10	842
7101	0	0	8.90	3.6	140	86	8	842
7102	0	0	8.90	5.2	190	86	10	841
7103	0	0	8.90	4.6	170	89	10	839
7104	0	0	8.30	3.1	160	90	10	839
7105	0	0	8.90	3.1	180	89	10	839
7106	0	0	8.90	4.6	140	89	10	838
7107	0	0	8.90	3.1	140	93	10	837
7108	0	0	8.90	4.6	120	89	9	836
7109	0	0	7.80	3.6	110	96	9	836
7110	0	0	5.60	4.1	260	100	10	836
7111	0	1	6.10	5.7	270	100	10	836
7112	0	35	6.70	4.1	260	100	10	837
7113	78	173	7.20	2.6	270	100	10	837
7114	0	136	8.00	3.1	250	93	8	837
7115	369	198	11.70	3.6	260	74	5	836
7116	549	117	12.80	3.1	310	69	5	837
7117	547	90	14.40	3.6	310	62	5	837
7118	490	64	15.60	3.1	310	55	4	837
7119	315	111	15.60	3.1	10	57	5	836
7120	120	93	15.60	4.6	310	60	5	836
7121	27	39	13.30	4.6	290	69	9	832
7122	0	0	11.10	2.1	270	77	3	835
7123	0	0	10.60	2.1	290	79	4	835
7124	0	0	10.00	3.1	300	80	3	835
7125	0	0	8.90	2.6	260	86	0	834
7126	0	0	8.30	2.6	240	86	3	834
7127	0	0	3.90	1.5	140	93	3	833
7128	0	0	4.40	3.1	150	93	3	832
7129	0	0	3.90	1.5	150	96	3	831
7130	0	0	3.30	4.1	150	97	3	830
7131	0	0	6.10	4.6	180	89	0	831
7132	0	0	5.00	4.6	200	79	0	831
7133	0	0	5.00	5.7	200	73	3	832
7134	0	0	5.60	5.2	200	64	3	832
7135	2	3	6.10	5.2	200	62	3	832
7136	92	84	8.30	5.2	210	56	3	833
7137	271	78	11.10	4.6	210	44	3	835
7138	457	75	13.30	2.1	270	35	5	835
7139	529	69	14.40	1.5	150	30	5	832
7140	525	98	16.10	3.6	70	29	5	836
7141	553	78	15.60	2.1	30	26	3	835
7142	442	101	16.10	1.5	350	23	4	835
7143	259	122	16.70	2.6	50	24	4	835
7144	157	99	15.00	0	0	27	5	835
7145	0	26	13.90	1.5	200	33	9	831
7146	0	0	11.70	2.6	240	44	5	834
7147	0	0	10.00	3.6	290	45	3	834
7148	0	0	10.00	2.6	280	43	3	833
7149	0	0	10.00	3.1	250	43	3	834
7150	0	0	6.70	2.1	210	54	5	832
7151	0	0	4.40	0	0	63	4	832
7152	0	0	6.10	3.6	210	56	3	831
7153	0	0	2.20	5.2	170	78	3	829
7154	0	0	4.40	5.2	200	61	3	830
7155	0	0	5.60	5.7	210	51	0	831
7156	0	0	4.40	5.2	210	55	0	830
7157	0	0	4.40	6.2	210	53	0	832
7158	0	0	3.90	6.2	220	55	0	831
7159	3	2	3.90	5.7	220	57	0	832
7160	133	62	7.20	4.6	230	48	0	834
7161	305	59	10.00	4.6	240	43	0	835
7162	414	92	11.70	2.6	240	37	0	836
7163	550	61	13.30	2.1	260	40	0	833
7164	555	87	15.00	2.6	110	36	0	836
7165	499	108	16.10	2.1	100	30	0	836
7166	422	86	16.10	1.5	80	25	3	836
7167	349	65	17.20	3.1	70	22	3	836
7168	188	53	16.70	3.1	60	24	3	836
7169	25	25	12.80	3.6	60	39	5	832
7170	0	0	9.40	3.6	40	52	3	834
7171	0	0	9.40	2.1	60	49	3	835
7172	0	0	7.20	2.1	80	60	1	833
7173	0	0	5.60	3.6	190	67	3	832
7174	0	0	7.80	5.7	210	55	1	833
